日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-02-23,603076,41.37,41.89,42.53,40.98,26998,114821337.0,3.75,1.38,0.57,2.24
2023-02-24,603076,41.52,42.27,42.64,40.67,25975,110081740.0,4.7,0.91,0.38,2.15
2023-02-27,603076,42.17,43.2,43.2,41.67,35560,153571424.0,3.62,2.2,0.93,2.95
2023-02-28,603076,42.92,43.67,45.75,42.69,41441,184851095.0,7.08,1.09,0.47,3.43
2023-03-01,603076,43.5,44.18,44.33,42.87,27613,122608350.0,3.34,1.17,0.51,2.29
2023-03-02,603076,43.92,43.07,43.93,42.46,20813,91181109.0,3.33,-2.51,-1.11,1.72
2023-03-03,603076,42.97,43.38,44.21,42.67,19643,86443098.0,3.58,0.72,0.31,1.63
2023-03-06,603076,43.14,43.37,43.87,42.78,15237,66988859.0,2.51,-0.02,-0.01,1.26
2023-03-07,603076,42.97,41.64,43.34,41.55,20038,86068556.0,4.13,-3.99,-1.73,1.66
2023-03-08,603076,41.87,41.69,42.4,41.37,11025,46768704.0,2.47,0.12,0.05,0.91
2023-03-09,603076,41.96,41.02,42.18,40.86,10282,42972944.0,3.17,-1.61,-0.67,0.85
2023-03-10,603076,40.69,39.15,41.16,38.93,29181,117333922.0,5.44,-4.56,-1.87,2.42
2023-03-13,603076,39.46,39.67,39.95,38.74,15369,61713256.0,3.09,1.33,0.52,1.27
2023-03-14,603076,39.57,38.64,39.87,38.37,22773,90528594.0,3.78,-2.6,-1.03,1.89
2023-03-15,603076,38.39,38.87,39.69,38.39,12647,50253945.0,3.36,0.6,0.23,1.05
2023-03-16,603076,38.73,38.43,39.25,38.29,9697,38071503.0,2.47,-1.13,-0.44,0.8
2023-03-17,603076,38.96,37.46,39.16,37.37,19281,74809304.0,4.66,-2.52,-0.97,1.6
2023-03-20,603076,37.6,37.42,38.11,36.03,23089,86915641.0,5.55,-0.11,-0.04,1.91
