日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-02-23,688050,121.58,120.17,122.49,120.06,5305,116130543.0,2.0,-1.28,-1.56,0.76
2023-02-24,688050,120.2,120.26,120.86,118.62,6308,137009427.0,1.86,0.07,0.09,0.91
2023-02-27,688050,120.0,117.72,120.72,115.96,11928,254007016.0,3.96,-2.11,-2.54,1.71
2023-02-28,688050,117.75,115.94,117.75,114.91,14157,297246494.0,2.41,-1.51,-1.78,2.03
2023-03-01,688050,115.28,116.12,116.51,114.28,8298,173161253.0,1.92,0.16,0.18,1.19
2023-03-02,688050,115.3,116.33,118.17,115.03,5061,106933258.0,2.7,0.18,0.21,0.73
2023-03-03,688050,116.36,115.47,118.89,114.73,5996,126422525.0,3.58,-0.74,-0.86,0.86
2023-03-06,688050,115.54,120.0,120.28,114.44,9802,209835903.0,5.06,3.92,4.53,1.41
2023-03-07,688050,119.67,116.39,120.27,116.39,4682,99892551.0,3.23,-3.01,-3.61,0.67
2023-03-08,688050,115.55,116.12,117.5,115.36,3056,64411425.0,1.84,-0.23,-0.27,0.44
2023-03-09,688050,115.47,115.83,116.76,113.78,5147,107589049.0,2.57,-0.25,-0.29,0.74
2023-03-10,688050,115.0,115.82,117.22,112.64,5699,118781375.0,3.95,-0.01,-0.01,0.82
2023-03-13,688050,114.17,117.13,117.78,114.17,4942,103960638.0,3.12,1.13,1.31,0.71
2023-03-14,688050,116.44,116.39,118.84,116.0,2775,59009682.0,2.42,-0.63,-0.74,0.4
2023-03-15,688050,116.94,114.99,118.22,114.9,2880,60687184.0,2.85,-1.2,-1.4,0.41
2023-03-16,688050,114.28,109.85,115.5,109.65,10071,204176386.0,5.09,-4.47,-5.14,1.45
2023-03-17,688050,111.06,108.71,113.05,108.12,7306,145680785.0,4.49,-1.04,-1.14,1.05
2023-03-20,688050,109.16,108.24,109.52,106.08,9133,178931999.0,3.16,-0.43,-0.47,1.31
2023-03-21,688050,109.69,110.95,111.1,108.22,6364,126629489.0,2.66,2.5,2.71,0.91
2023-03-22,688050,111.66,113.05,113.98,111.33,5591,114710690.0,2.39,1.89,2.1,0.8
2023-03-23,688050,112.43,109.93,114.14,108.17,8731,174469941.0,5.28,-2.76,-3.12,1.25
2023-03-24,688050,110.34,107.01,111.01,106.32,6253,122562964.0,4.27,-2.66,-2.92,0.9
