日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-02-23,605358,45.08,44.9,45.39,44.71,43452,197879073.0,1.51,-0.49,-0.22,0.86
2023-02-24,605358,45.24,44.54,45.39,44.29,51766,234418517.0,2.45,-0.8,-0.36,1.03
2023-02-27,605358,44.26,43.67,44.44,43.53,58918,261756616.0,2.04,-1.95,-0.87,1.17
2023-02-28,605358,43.95,44.09,44.37,43.46,46504,206352785.0,2.08,0.96,0.42,0.93
2023-03-01,605358,44.06,44.31,44.51,43.87,49525,221468497.0,1.45,0.5,0.22,0.99
2023-03-02,605358,44.32,43.71,44.67,43.69,54725,244445466.0,2.21,-1.35,-0.6,1.09
2023-03-03,605358,44.25,44.66,44.76,43.84,95265,427973462.0,2.1,2.17,0.95,1.9
2023-03-06,605358,44.64,44.87,45.25,43.92,82771,373192631.0,2.98,0.47,0.21,1.65
2023-03-07,605358,44.57,43.44,44.86,43.36,79371,353315848.0,3.34,-3.19,-1.43,1.58
2023-03-08,605358,43.24,43.87,44.16,43.15,48252,213077523.0,2.33,0.99,0.43,0.96
2023-03-09,605358,43.98,44.41,45.05,43.88,90296,407080753.0,2.67,1.23,0.54,1.8
2023-03-10,605358,44.17,46.22,47.04,44.09,232078,1080817114.0,6.64,4.08,1.81,4.62
2023-03-13,605358,45.84,46.47,46.59,45.62,128326,598173699.0,2.1,0.54,0.25,2.55
2023-03-14,605358,46.29,48.79,49.1,45.79,346331,1673682564.0,7.12,4.99,2.32,6.89
2023-03-15,605358,48.89,48.01,49.46,47.84,241957,1185330647.0,3.32,-1.6,-0.78,4.82
2023-03-16,605358,47.61,47.1,48.59,46.82,169454,816304703.0,3.69,-1.9,-0.91,3.37
2023-03-17,605358,47.59,47.66,48.21,46.87,162598,782835932.0,2.85,1.19,0.56,3.24
2023-03-20,605358,47.59,49.44,50.01,47.15,261970,1294439089.0,6.0,3.73,1.78,5.21
2023-03-21,605358,49.0,48.99,49.39,48.34,152300,752525146.0,2.12,-0.91,-0.45,3.03
2023-03-22,605358,49.09,48.85,49.26,48.39,117148,577298227.0,1.78,-0.29,-0.14,2.33
2023-03-23,605358,48.67,50.3,50.36,48.56,255471,1276150163.0,3.68,2.97,1.45,5.08
2023-03-24,605358,50.19,49.55,50.33,48.96,168065,842183035.0,2.72,-1.49,-0.75,3.34
2023-03-27,605358,49.39,48.79,50.15,48.74,144696,719634163.0,2.85,-1.53,-0.76,2.88
2023-03-28,605358,48.19,47.09,48.29,47.02,155113,744071230.0,2.6,-3.48,-1.7,3.09
2023-03-29,605358,47.18,51.85,51.85,47.01,240778,1210729992.0,10.28,10.11,4.76,4.79
2023-03-30,605358,53.35,52.69,54.87,52.41,576627,3113441971.0,4.74,1.62,0.84,11.48
2023-03-31,605358,53.02,53.97,53.98,52.23,309710,1659990147.0,3.32,2.43,1.28,6.16
2023-04-03,605358,54.48,57.57,58.09,54.41,434947,2487608797.0,6.82,6.67,3.6,8.66
2023-04-04,605358,56.7,56.47,59.26,56.01,374888,2176971301.0,5.65,-1.91,-1.1,7.46
2023-04-06,605358,55.89,58.37,60.34,55.7,430189,2540884595.0,8.22,3.36,1.9,8.56
2023-04-07,605358,58.42,58.56,59.16,56.99,260108,1523424967.0,3.72,0.33,0.19,5.18
2023-04-10,605358,58.57,55.39,58.98,55.16,297365,1703500272.0,6.52,-5.41,-3.17,5.92
2023-04-11,605358,55.79,56.56,57.06,55.2,222982,1264371596.0,3.36,2.11,1.17,4.44
2023-04-12,605358,56.46,56.17,56.94,55.19,203004,1153191449.0,3.09,-0.69,-0.39,4.04
2023-04-13,605358,55.49,54.17,56.14,53.98,214432,1186600015.0,3.85,-3.56,-2.0,4.27
2023-04-14,605358,54.69,58.85,59.42,53.35,425646,2450318027.0,11.21,8.64,4.68,8.47
2023-04-17,605358,58.92,58.6,60.61,57.69,296876,1773522341.0,4.96,-0.42,-0.25,5.91
2023-04-18,605358,57.81,57.48,57.89,56.46,190062,1097524564.0,2.44,-1.91,-1.12,3.78
2023-04-19,605358,57.2,58.29,59.41,57.2,272183,1609820176.0,3.84,1.41,0.81,5.42
2023-04-20,605358,57.79,59.67,59.98,57.47,298024,1778445541.0,4.31,2.37,1.38,5.93
2023-04-21,605358,58.99,56.05,58.99,55.49,304519,1753399561.0,5.87,-6.07,-3.62,6.06
2023-04-24,605358,53.6,50.39,55.05,50.39,329958,1725897124.0,8.31,-10.1,-5.66,6.57
2023-04-25,605358,49.29,45.79,49.41,45.3,430547,2040566803.0,8.16,-9.13,-4.6,8.57
2023-04-26,605358,45.54,45.0,46.26,44.67,220119,1010672888.0,3.47,-1.73,-0.79,4.38
2023-04-27,605358,44.49,44.3,45.99,44.05,168048,762917259.0,4.31,-1.56,-0.7,3.34
2023-04-28,605358,44.54,45.59,45.69,44.37,159851,732097031.0,2.98,2.91,1.29,3.18
2023-05-04,605358,44.88,43.68,45.35,43.59,150904,674661855.0,3.86,-4.19,-1.91,3.0
2023-05-05,605358,43.68,42.49,44.34,42.09,131095,571605815.0,5.15,-2.72,-1.19,2.61
2023-05-08,605358,42.49,41.92,42.79,41.69,121393,515975996.0,2.59,-1.34,-0.57,2.42
2023-05-09,605358,41.89,40.87,42.21,40.79,141775,594420465.0,3.39,-2.5,-1.05,2.82
2023-05-10,605358,40.5,39.62,40.92,39.09,176640,710802259.0,4.48,-3.06,-1.25,3.52
2023-05-11,605358,39.83,39.46,40.13,39.38,98454,395934762.0,1.89,-0.4,-0.16,1.96
2023-05-12,605358,39.59,38.63,39.89,38.61,110825,439720067.0,3.24,-2.1,-0.83,2.21
2023-05-15,605358,38.37,38.97,39.11,37.61,140501,545780482.0,3.88,0.88,0.34,2.8
2023-05-16,605358,38.94,39.17,39.75,38.34,134068,531015697.0,3.62,0.51,0.2,2.67
2023-05-17,605358,39.08,39.56,39.87,38.89,101844,407943770.0,2.5,1.0,0.39,2.03
2023-05-18,605358,39.56,39.29,39.79,39.09,79920,318894728.0,1.77,-0.68,-0.27,1.59
2023-05-19,605358,39.49,41.33,41.38,39.49,189027,774704945.0,4.81,5.19,2.04,3.76
2023-05-22,605358,41.39,40.64,41.67,40.31,96071,395996933.0,3.29,-1.67,-0.69,1.91
2023-05-23,605358,40.35,39.91,40.63,39.9,72322,295106857.0,1.8,-1.8,-0.73,1.44
2023-05-24,605358,39.66,40.08,40.79,39.5,86391,352194109.0,3.23,0.43,0.17,1.72
2023-05-25,605358,39.93,40.3,40.58,39.39,85474,346532304.0,2.97,0.55,0.22,1.7
2023-05-26,605358,40.44,40.59,40.69,39.99,85153,348460356.0,1.74,0.72,0.29,1.69
2023-05-29,605358,40.6,40.46,40.99,40.37,78212,321788825.0,1.53,-0.32,-0.13,1.56
2023-05-30,605358,40.29,40.29,40.36,39.29,99382,400607961.0,2.64,-0.42,-0.17,1.98
2023-05-31,605358,40.1,40.23,40.58,39.64,81684,332267975.0,2.33,-0.15,-0.06,1.63
2023-06-01,605358,40.21,40.38,40.9,39.48,86360,348045691.0,3.53,0.37,0.15,1.72
2023-06-02,605358,40.41,41.08,41.52,40.12,93204,381985223.0,3.47,1.73,0.7,1.85
2023-06-05,605358,41.08,40.52,42.09,40.47,113838,470245399.0,3.94,-1.36,-0.56,2.27
2023-06-06,605358,40.36,39.02,40.37,38.99,97346,386082149.0,3.41,-3.7,-1.5,1.94
2023-06-07,605358,39.06,39.16,39.71,38.72,53706,211041234.0,2.54,0.36,0.14,1.07
2023-06-08,605358,38.91,38.18,38.96,37.62,91067,348890566.0,3.42,-2.5,-0.98,1.81
2023-06-09,605358,38.04,38.38,38.38,37.01,118660,447273695.0,3.59,0.52,0.2,2.36
2023-06-12,605358,37.97,37.9,38.42,37.88,59890,228740287.0,1.41,-1.25,-0.48,1.19
2023-06-13,605358,37.89,38.46,38.62,37.43,98947,377949300.0,3.14,1.48,0.56,1.97
2023-06-14,605358,38.46,37.77,38.51,37.77,89027,339449001.0,1.92,-1.79,-0.69,1.77
2023-06-15,605358,37.68,37.71,37.9,37.29,105781,398189341.0,1.62,-0.16,-0.06,2.11
2023-06-16,605358,37.73,38.12,38.21,37.52,99581,378277220.0,1.83,1.09,0.41,1.98
2023-06-19,605358,38.08,38.28,38.61,37.94,82789,318022035.0,1.76,0.42,0.16,1.65
2023-06-20,605358,38.29,38.31,38.56,37.72,88151,337769575.0,2.19,0.08,0.03,1.75
2023-06-21,605358,38.16,36.57,38.26,36.56,135557,505219068.0,4.44,-4.54,-1.74,2.7
2023-06-26,605358,36.21,36.36,37.01,35.72,97343,354107136.0,3.53,-0.57,-0.21,1.94
2023-06-27,605358,36.09,36.68,37.34,36.09,52312,192492578.0,3.44,0.88,0.32,1.04
2023-06-28,605358,36.75,36.01,36.84,35.86,66969,243177656.0,2.67,-1.83,-0.67,1.33
2023-06-29,605358,36.02,35.74,36.66,35.7,71643,259012051.0,2.67,-0.75,-0.27,1.43
2023-06-30,605358,35.49,36.64,36.77,35.46,88973,324159095.0,3.67,2.52,0.9,1.77
2023-07-03,605358,36.7,36.89,37.39,36.7,67089,248601072.0,1.88,0.68,0.25,1.34
2023-07-04,605358,37.09,37.97,38.58,37.01,138869,526813927.0,4.26,2.93,1.08,2.76
2023-07-05,605358,37.85,37.46,38.13,37.4,73025,276193760.0,1.92,-1.34,-0.51,1.45
2023-07-06,605358,37.28,37.37,38.0,37.22,61552,232094171.0,2.08,-0.24,-0.09,1.22
2023-07-07,605358,37.14,36.8,37.4,36.52,58073,214713221.0,2.35,-1.53,-0.57,1.16
2023-07-10,605358,37.0,36.99,37.56,36.76,45134,168053591.0,2.17,0.52,0.19,0.9
2023-07-11,605358,36.89,37.7,37.74,36.86,65933,247961983.0,2.38,1.92,0.71,1.31
2023-07-12,605358,37.62,37.09,37.87,37.03,56778,213202532.0,2.23,-1.62,-0.61,1.13
2023-07-13,605358,37.26,37.88,38.19,37.2,79340,300920210.0,2.67,2.13,0.79,1.58
2023-07-14,605358,37.79,37.65,38.37,37.57,84858,322624190.0,2.11,-0.61,-0.23,1.69
2023-07-17,605358,37.41,37.12,37.45,36.77,53839,199886267.0,1.81,-1.41,-0.53,1.07
2023-07-18,605358,37.12,37.62,38.77,37.11,127076,483787920.0,4.47,1.35,0.5,2.53
2023-07-19,605358,37.32,36.94,38.1,36.59,83570,310311131.0,4.01,-1.81,-0.68,1.66
2023-07-20,605358,36.84,36.29,37.06,36.22,58262,213475467.0,2.27,-1.76,-0.65,1.16
2023-07-21,605358,36.21,36.44,37.09,36.05,53312,195888322.0,2.87,0.41,0.15,1.06
2023-07-24,605358,36.44,36.0,36.56,35.93,42332,153574923.0,1.73,-1.21,-0.44,0.84
2023-07-25,605358,36.46,37.74,37.88,36.29,120115,448462840.0,4.42,4.83,1.74,2.39
2023-07-26,605358,37.74,37.69,37.88,37.37,49716,187402213.0,1.35,-0.13,-0.05,0.99
2023-07-27,605358,37.69,36.95,37.89,36.81,58246,217309496.0,2.87,-1.96,-0.74,1.16
2023-07-28,605358,36.94,37.31,37.48,36.73,49848,185722622.0,2.03,0.97,0.36,0.99
2023-07-31,605358,37.29,38.3,38.71,37.21,89053,341151844.0,4.02,2.65,0.99,1.77
2023-08-01,605358,38.28,38.16,38.66,37.91,66512,255081764.0,1.96,-0.37,-0.14,1.32
2023-08-02,605358,38.12,38.2,38.36,37.93,46237,176749330.0,1.13,0.1,0.04,0.92
2023-08-03,605358,38.01,38.37,38.44,38.01,46583,178634488.0,1.13,0.45,0.17,0.93
2023-08-04,605358,38.36,38.46,38.66,38.09,54470,209664863.0,1.49,0.23,0.09,1.08
2023-08-07,605358,38.44,38.19,38.59,37.81,46100,176298945.0,2.03,-0.7,-0.27,0.92
2023-08-08,605358,38.08,37.68,38.19,37.54,39244,148480963.0,1.7,-1.34,-0.51,0.78
2023-08-09,605358,37.51,37.53,37.82,37.41,30400,114539653.0,1.09,-0.4,-0.15,0.61
2023-08-10,605358,37.52,37.52,37.79,37.26,25836,97114329.0,1.41,-0.03,-0.01,0.51
2023-08-11,605358,37.45,36.33,37.55,36.32,43056,158874588.0,3.28,-3.17,-1.19,0.86
2023-08-14,605358,36.27,34.2,36.31,33.36,133506,460344911.0,8.12,-5.86,-2.13,2.66
2023-08-15,605358,34.21,33.29,34.51,33.01,82233,276052795.0,4.39,-2.66,-0.91,1.64
2023-08-16,605358,32.99,32.75,33.4,32.67,55417,183068048.0,2.19,-1.62,-0.54,1.1
2023-08-17,605358,32.99,33.35,33.68,32.66,55888,186268987.0,3.11,1.83,0.6,1.11
2023-08-18,605358,33.33,32.76,33.65,32.74,39314,130724097.0,2.73,-1.77,-0.59,0.78
2023-08-21,605358,32.76,32.09,32.91,32.03,49956,162417180.0,2.69,-2.05,-0.67,0.99
2023-08-22,605358,32.35,32.43,32.66,31.6,62920,202501022.0,3.3,1.06,0.34,1.25
2023-08-23,605358,32.26,31.61,32.51,31.61,35876,115047215.0,2.78,-2.53,-0.82,0.71
2023-08-24,605358,31.76,31.82,32.23,31.33,44939,143357637.0,2.85,0.66,0.21,0.89
2023-08-25,605358,31.41,31.06,31.74,30.85,43065,135213258.0,2.8,-2.39,-0.76,0.86
2023-08-28,605358,32.91,31.4,33.24,31.3,60272,193910375.0,6.25,1.09,0.34,1.2
2023-08-29,605358,31.18,32.32,32.69,31.08,75713,243646573.0,5.13,2.93,0.92,1.51
2023-08-30,605358,32.41,32.76,33.42,32.41,82821,273532791.0,3.13,1.36,0.44,1.65
2023-08-31,605358,32.61,32.89,33.19,32.42,59339,195578618.0,2.35,0.4,0.13,1.18
2023-09-01,605358,32.81,32.57,33.08,32.41,42635,139589588.0,2.04,-0.97,-0.32,0.85
2023-09-04,605358,32.7,33.35,33.41,32.51,64000,211867195.0,2.76,2.39,0.78,1.27
2023-09-05,605358,33.31,33.41,33.91,33.21,72480,243924121.0,2.1,0.18,0.06,1.44
2023-09-06,605358,33.14,34.77,34.88,33.11,118054,405501316.0,5.3,4.07,1.36,2.35
2023-09-07,605358,34.61,33.47,34.61,33.47,77378,262769684.0,3.28,-3.74,-1.3,1.54
2023-09-08,605358,33.19,33.59,33.99,33.16,57056,192727831.0,2.48,0.36,0.12,1.14
2023-09-11,605358,33.71,34.06,34.38,33.59,61224,208835690.0,2.35,1.4,0.47,0.9
2023-09-12,605358,34.06,34.02,34.16,33.53,49236,167457895.0,1.85,-0.12,-0.04,0.73
2023-09-13,605358,33.91,33.69,34.1,33.35,44929,151514938.0,2.2,-0.97,-0.33,0.66
2023-09-14,605358,33.85,33.26,33.85,33.06,33838,112871480.0,2.34,-1.28,-0.43,0.5
2023-09-15,605358,33.52,33.84,34.75,33.01,68917,234075074.0,5.23,1.74,0.58,1.02
2023-09-18,605358,33.4,33.37,33.86,33.21,46923,157520416.0,1.92,-1.39,-0.47,0.69
2023-09-19,605358,33.31,33.08,33.4,32.69,42149,139693700.0,2.13,-0.87,-0.29,0.62
2023-09-20,605358,32.98,32.6,33.46,32.54,31428,103536949.0,2.78,-1.45,-0.48,0.46
2023-09-21,605358,32.52,32.37,32.81,32.29,30323,98809314.0,1.6,-0.71,-0.23,0.45
2023-09-22,605358,32.24,33.17,33.23,32.17,41851,137547548.0,3.27,2.47,0.8,0.62
2023-09-25,605358,33.33,33.0,33.43,32.7,34536,114151179.0,2.2,-0.51,-0.17,0.51
2023-09-26,605358,32.87,32.57,33.05,32.53,29249,95926662.0,1.58,-1.3,-0.43,0.43
2023-09-27,605358,32.49,32.72,33.31,32.39,40129,132206082.0,2.82,0.46,0.15,0.59
2023-09-28,605358,32.8,32.89,33.21,32.61,39153,129227643.0,1.83,0.52,0.17,0.58
2023-10-09,605358,32.89,32.77,33.1,32.57,31524,103651524.0,1.61,-0.36,-0.12,0.47
2023-10-10,605358,32.87,33.19,33.46,32.81,52566,175028206.0,1.98,1.28,0.42,0.78
2023-10-11,605358,33.28,33.63,33.99,33.03,56838,191399853.0,2.89,1.33,0.44,0.84
2023-10-12,605358,33.8,34.09,34.17,33.35,51570,174950790.0,2.44,1.37,0.46,0.76
2023-10-13,605358,33.96,33.95,34.16,33.67,41096,139682957.0,1.44,-0.41,-0.14,0.61
2023-10-16,605358,33.81,32.56,33.96,32.39,66261,218383938.0,4.62,-4.09,-1.39,0.98
2023-10-17,605358,32.57,32.96,33.31,32.48,43706,144138784.0,2.55,1.23,0.4,0.65
2023-10-18,605358,33.05,32.16,33.31,31.91,42676,139095981.0,4.25,-2.43,-0.8,0.63
2023-10-19,605358,31.86,32.27,33.46,31.79,67995,223417273.0,5.19,0.34,0.11,1.0
2023-10-20,605358,31.94,31.48,32.31,31.41,51573,164287048.0,2.79,-2.45,-0.79,0.76
2023-10-23,605358,31.33,30.67,31.41,30.5,39413,122127517.0,2.89,-2.57,-0.81,0.58
2023-10-24,605358,30.67,31.31,31.51,30.07,62608,194067039.0,4.7,2.09,0.64,0.92
2023-10-25,605358,31.42,31.46,31.86,31.22,43822,138487688.0,2.04,0.48,0.15,0.65
2023-10-26,605358,31.12,30.96,31.33,30.55,46113,142741383.0,2.48,-1.59,-0.5,0.68
2023-10-27,605358,30.75,31.51,31.68,30.61,56914,178228482.0,3.46,1.78,0.55,0.84
2023-10-30,605358,31.11,32.12,32.39,30.94,75888,242537864.0,4.6,1.94,0.61,1.12
2023-10-31,605358,32.13,32.05,32.31,31.68,52455,167851904.0,1.96,-0.22,-0.07,0.77
2023-11-01,605358,32.05,32.11,32.49,31.75,49471,159436262.0,2.31,0.19,0.06,0.73
2023-11-02,605358,32.16,31.23,32.39,31.2,46234,146860902.0,3.71,-2.74,-0.88,0.68
2023-11-03,605358,31.31,32.81,33.08,31.31,97220,315318318.0,5.67,5.06,1.58,1.44
2023-11-06,605358,33.03,35.16,35.91,33.03,181981,629267070.0,8.78,7.16,2.35,2.69
2023-11-07,605358,34.91,35.09,35.57,34.61,100812,355201999.0,2.73,-0.2,-0.07,1.49
2023-11-08,605358,34.98,34.67,35.2,34.39,87070,303957080.0,2.31,-1.2,-0.42,1.29
2023-11-09,605358,34.61,34.08,34.8,33.9,77155,265147057.0,2.6,-1.7,-0.59,1.14
2023-11-10,605358,34.51,34.91,35.41,34.33,141687,495459561.0,3.17,2.44,0.83,2.09
2023-11-13,605358,35.01,34.69,35.37,34.35,71774,249449692.0,2.92,-0.63,-0.22,1.06
2023-11-14,605358,34.5,34.96,35.36,34.41,83003,291085559.0,2.74,0.78,0.27,1.23
2023-11-15,605358,35.0,34.52,35.28,34.37,82343,286313152.0,2.6,-1.26,-0.44,1.22
2023-11-16,605358,34.32,33.52,34.39,33.51,86081,292063184.0,2.55,-2.9,-1.0,1.27
2023-11-17,605358,33.38,33.69,33.87,33.26,56758,191388943.0,1.82,0.51,0.17,0.84
2023-11-20,605358,33.84,33.74,33.96,33.41,65093,220006847.0,1.63,0.15,0.05,0.96
2023-11-21,605358,33.77,33.48,33.97,33.39,57276,193329726.0,1.72,-0.77,-0.26,0.85
2023-11-22,605358,33.31,32.61,33.45,32.61,61053,201560961.0,2.51,-2.6,-0.87,0.9
2023-11-23,605358,32.61,32.93,33.06,32.31,44191,144861402.0,2.3,0.98,0.32,0.65
2023-11-24,605358,32.91,32.38,32.91,32.25,42404,137891060.0,2.0,-1.67,-0.55,0.63
2023-11-27,605358,32.41,32.57,32.69,32.04,46303,150369662.0,2.01,0.59,0.19,0.68
2023-11-28,605358,32.52,32.83,32.96,32.42,42567,139610384.0,1.66,0.8,0.26,0.63
2023-11-29,605358,32.85,32.59,33.18,32.59,41998,138541740.0,1.8,-0.73,-0.24,0.62
2023-11-30,605358,32.58,32.05,32.58,31.84,50893,163850024.0,2.27,-1.66,-0.54,0.75
2023-12-01,605358,31.96,32.19,32.28,31.71,43585,139723126.0,1.78,0.44,0.14,0.64
2023-12-04,605358,32.11,31.85,32.35,31.85,39680,127668002.0,1.55,-1.06,-0.34,0.59
2023-12-05,605358,31.71,30.71,31.71,30.68,73033,227899694.0,3.23,-3.58,-1.14,1.08
2023-12-06,605358,30.7,30.27,31.11,30.17,72383,222091343.0,3.06,-1.43,-0.44,1.07
2023-12-07,605358,30.15,29.01,30.26,28.81,125353,367171950.0,4.79,-4.16,-1.26,1.85
2023-12-08,605358,29.09,29.04,29.21,28.48,145293,419777523.0,2.52,0.1,0.03,2.15
2023-12-11,605358,28.82,29.11,29.15,28.14,125385,359377765.0,3.48,0.24,0.07,1.85
2023-12-12,605358,28.99,28.85,29.13,28.71,56900,164748321.0,1.44,-0.89,-0.26,0.84
2023-12-13,605358,28.71,27.99,28.77,27.99,58294,165773820.0,2.7,-2.98,-0.86,0.86
2023-12-14,605358,28.07,27.99,28.57,27.97,46973,133043438.0,2.14,0.0,0.0,0.69
2023-12-15,605358,28.21,27.84,28.27,27.76,47335,132882783.0,1.82,-0.54,-0.15,0.7
2023-12-18,605358,27.7,26.89,27.71,26.81,69845,190307791.0,3.23,-3.41,-0.95,1.03
2023-12-19,605358,26.78,26.78,27.14,26.42,61260,164546571.0,2.68,-0.41,-0.11,0.91
2023-12-20,605358,26.77,26.32,26.92,26.24,44821,119187830.0,2.54,-1.72,-0.46,0.66
2023-12-21,605358,26.16,26.61,26.66,26.0,53596,141779180.0,2.51,1.1,0.29,0.79
2023-12-22,605358,26.61,26.4,26.68,26.11,62215,164758383.0,2.14,-0.79,-0.21,0.92
2023-12-25,605358,26.39,26.45,26.85,26.32,48152,128290210.0,2.01,0.19,0.05,0.71
2023-12-26,605358,26.46,25.91,26.49,25.62,57128,148475744.0,3.29,-2.04,-0.54,0.84
2023-12-27,605358,25.91,25.77,26.17,25.65,58681,152585772.0,2.01,-0.54,-0.14,0.87
2023-12-28,605358,25.69,27.18,27.59,25.62,124159,334047165.0,7.64,5.47,1.41,1.83
2023-12-29,605358,27.18,27.3,27.54,26.98,74100,203062063.0,2.06,0.44,0.12,1.09
2024-01-02,605358,27.39,27.0,27.39,26.8,59935,162497330.0,2.16,-1.1,-0.3,0.89
2024-01-03,605358,26.92,27.11,27.2,26.75,55531,150456802.0,1.67,0.41,0.11,0.82
2024-01-04,605358,27.0,26.45,27.1,26.31,47580,126789071.0,2.91,-2.43,-0.66,0.7
2024-01-05,605358,26.38,25.87,26.72,25.73,50870,133456886.0,3.74,-2.19,-0.58,0.75
