日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-02-23,002478,5.73,5.74,5.77,5.67,60735,38816481.0,1.75,0.35,0.02,0.98
2023-02-24,002478,5.78,5.79,5.8,5.69,73509,47296463.04,1.92,0.87,0.05,1.19
2023-02-27,002478,5.79,5.78,5.89,5.74,83112,54066907.32,2.59,-0.17,-0.01,1.34
2023-02-28,002478,5.81,5.82,5.87,5.74,64740,41861168.04,2.25,0.69,0.04,1.05
2023-03-01,002478,5.82,5.86,5.88,5.78,90366,58935213.0,1.72,0.69,0.04,1.46
2023-03-02,002478,5.88,5.87,5.92,5.83,68300,44781259.2,1.54,0.17,0.01,1.1
2023-03-03,002478,5.91,5.87,5.92,5.81,77078,50443945.76,1.87,0.0,0.0,1.25
2023-03-06,002478,5.89,5.79,5.91,5.75,97265,63022552.0,2.73,-1.36,-0.08,1.57
2023-03-07,002478,5.84,5.74,5.89,5.74,108082,70461338.6,2.59,-0.86,-0.05,1.75
2023-03-08,002478,5.84,5.79,5.85,5.71,77226,49911366.54,2.44,0.87,0.05,1.25
2023-03-09,002478,5.81,5.74,5.84,5.71,67350,43321011.79,2.25,-0.86,-0.05,1.09
2023-03-10,002478,5.69,5.59,5.74,5.56,74964,47254592.39,3.14,-2.61,-0.15,1.21
2023-03-13,002478,5.59,5.61,5.67,5.5,64752,40495124.5,3.04,0.36,0.02,1.05
2023-03-14,002478,5.58,5.45,5.63,5.39,89815,55416869.0,4.28,-2.85,-0.16,1.45
2023-03-15,002478,5.56,5.66,5.71,5.55,112978,71426018.0,2.94,3.85,0.21,1.75
2023-03-16,002478,5.6,5.46,5.74,5.45,92576,57574323.0,5.12,-3.53,-0.2,1.43
2023-03-17,002478,5.47,5.43,5.59,5.43,80714,49726071.0,2.93,-0.55,-0.03,1.25
2023-03-20,002478,5.44,5.46,5.58,5.43,90566,55903053.28,2.76,0.55,0.03,1.4
2023-03-21,002478,5.46,5.39,5.51,5.35,125941,76484484.8,2.93,-1.28,-0.07,1.95
2023-03-22,002478,5.41,5.2,5.42,5.17,228915,135726229.54,4.64,-3.53,-0.19,3.55
2023-03-23,002478,5.17,5.17,5.21,5.08,137001,79779145.6,2.5,-0.58,-0.03,2.12
2023-03-24,002478,5.17,5.17,5.26,5.13,136759,80148522.0,2.51,0.0,0.0,2.12
2023-03-27,002478,5.14,5.0,5.17,4.95,137264,78098317.8,4.26,-3.29,-0.17,2.13
2023-03-28,002478,5.02,4.91,5.03,4.88,113230,63665100.0,3.0,-1.8,-0.09,1.72
