日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-02-23,603258,24.05,23.73,24.13,23.5,22885,57259890.0,2.62,-1.21,-0.29,0.93
2023-02-24,603258,23.73,23.96,24.48,23.6,20954,52837239.0,3.71,0.97,0.23,0.86
2023-02-27,603258,23.89,23.48,24.1,23.4,16482,41063468.0,2.92,-2.0,-0.48,0.67
2023-02-28,603258,23.64,23.73,23.93,23.41,16312,40631419.0,2.21,1.06,0.25,0.67
2023-03-01,603258,23.62,24.14,24.18,23.52,23402,59146430.0,2.78,1.73,0.41,0.96
2023-03-02,603258,24.13,24.36,24.47,23.75,22486,57440683.0,2.98,0.91,0.22,0.92
2023-03-03,603258,24.34,23.95,24.49,23.76,16843,42541672.0,3.0,-1.68,-0.41,0.69
2023-03-06,603258,23.96,23.91,24.31,23.82,21915,55392245.0,2.05,-0.17,-0.04,0.9
2023-03-07,603258,23.81,23.29,24.05,23.23,23365,57883556.0,3.43,-2.59,-0.62,0.95
2023-03-08,603258,23.22,23.7,23.83,23.04,18590,46207708.0,3.39,1.76,0.41,0.76
2023-03-09,603258,23.84,23.81,24.01,23.41,15722,39279996.0,2.53,0.46,0.11,0.64
2023-03-10,603258,23.81,23.79,24.24,23.49,20714,52185207.0,3.15,-0.08,-0.02,0.85
2023-03-13,603258,23.74,24.44,24.54,23.55,26078,66273337.0,4.16,2.73,0.65,1.07
2023-03-14,603258,24.44,24.14,24.79,23.89,19203,48995986.0,3.68,-1.23,-0.3,0.78
2023-03-15,603258,24.32,24.05,24.5,23.98,10959,27940731.0,2.15,-0.37,-0.09,0.45
2023-03-16,603258,23.84,24.03,24.34,23.54,14805,37333418.0,3.33,-0.08,-0.02,0.6
2023-03-17,603258,24.21,25.2,25.46,24.04,37074,97243863.0,5.91,4.87,1.17,1.51
2023-03-20,603258,24.74,24.93,25.62,24.56,48042,126443039.0,4.21,-1.07,-0.27,1.96
2023-03-21,603258,24.93,25.57,25.89,24.6,38405,102429660.0,5.17,2.57,0.64,1.57
2023-03-22,603258,25.65,26.18,26.18,25.35,39097,105763060.0,3.25,2.39,0.61,1.6
2023-03-23,603258,26.18,26.24,26.52,25.91,37033,101689696.0,2.33,0.23,0.06,1.51
2023-03-24,603258,26.1,27.04,27.45,25.95,55018,154340112.0,5.72,3.05,0.8,2.25
2023-03-27,603258,27.02,27.08,27.6,26.43,54670,154654754.0,4.33,0.15,0.04,2.23
2023-03-28,603258,27.08,26.75,27.54,26.49,36311,102435357.0,3.88,-1.22,-0.33,1.48
2023-03-29,603258,27.04,26.87,27.33,26.45,30431,85736588.0,3.29,0.45,0.12,1.24
2023-03-30,603258,26.88,26.73,27.34,26.5,24756,69475272.0,3.13,-0.52,-0.14,1.01
2023-03-31,603258,26.19,27.19,27.26,25.97,48253,134591528.0,4.83,1.72,0.46,1.97
2023-04-03,603258,27.2,28.52,28.72,26.9,76314,222010037.0,6.69,4.89,1.33,3.12
2023-04-04,603258,28.44,27.95,28.94,27.67,50682,149427107.0,4.45,-2.0,-0.57,2.07
2023-04-06,603258,27.7,27.12,27.92,26.99,31001,88769887.0,3.33,-2.97,-0.83,1.27
2023-04-07,603258,27.33,29.96,29.96,26.92,80897,242810840.0,11.21,10.47,2.84,3.31
2023-04-10,603258,31.63,31.24,33.08,31.24,186675,626887127.0,6.14,4.27,1.28,7.63
2023-04-11,603258,31.18,34.49,34.49,31.03,150733,523119611.0,11.08,10.4,3.25,6.16
2023-04-12,603258,35.62,37.84,38.07,33.97,195340,722706676.0,11.89,9.71,3.35,7.98
2023-04-13,603258,36.04,36.75,39.62,35.54,183940,717546765.0,10.78,-2.88,-1.09,7.51
2023-04-14,603258,36.54,39.04,39.32,35.4,177822,692517526.0,10.67,6.23,2.29,7.26
2023-04-17,603258,37.7,37.34,39.7,36.45,130663,505714994.0,8.32,-4.35,-1.7,5.34
2023-04-18,603258,36.76,38.94,39.61,34.83,129634,501198642.0,12.8,4.28,1.6,5.3
2023-04-19,603258,39.74,42.96,42.96,39.74,67923,292390993.0,8.27,10.32,4.02,2.78
2023-04-20,603258,44.34,46.48,47.35,42.06,144877,673109712.0,12.31,8.19,3.52,5.92
2023-04-21,603258,47.24,47.04,49.74,46.62,141413,698214858.0,6.71,1.2,0.56,5.78
2023-04-24,603258,45.74,51.87,51.87,45.42,129234,654280476.0,13.71,10.27,4.83,5.28
2023-04-25,603258,53.74,53.45,56.4,50.55,194683,1067523848.0,11.28,3.05,1.58,7.95
2023-04-26,603258,51.23,49.84,53.73,47.98,221176,1117050489.0,10.76,-6.75,-3.61,9.04
2023-04-27,603258,46.74,44.73,47.92,44.73,135134,638724959.0,6.4,-10.25,-5.11,5.52
