日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-02-23,300369,12.19,11.6,12.19,11.52,144130,169455152.0,5.53,-4.29,-0.52,1.96
2023-02-24,300369,11.62,11.85,12.01,11.49,124217,146570316.0,4.48,2.16,0.25,1.69
2023-02-27,300369,11.74,11.7,11.94,11.65,110181,129712941.0,2.45,-1.27,-0.15,1.5
2023-02-28,300369,12.05,11.89,12.19,11.66,138384,165074472.0,4.53,1.62,0.19,1.88
2023-03-01,300369,11.87,12.7,12.79,11.81,275703,343990847.0,8.24,6.81,0.81,3.75
2023-03-02,300369,12.64,12.71,12.83,12.56,153522,195116523.0,2.13,0.08,0.01,2.09
2023-03-03,300369,12.58,12.44,12.64,12.2,147329,183119031.0,3.46,-2.12,-0.27,2.01
2023-03-06,300369,12.35,12.35,12.51,12.26,120957,149494490.0,2.01,-0.72,-0.09,1.65
2023-03-07,300369,12.33,11.94,12.39,11.89,117290,142187536.0,4.05,-3.32,-0.41,1.6
2023-03-08,300369,11.95,12.29,12.3,11.94,132439,161269548.0,3.02,2.93,0.35,1.8
2023-03-09,300369,12.24,12.39,12.48,12.0,136190,166736428.0,3.91,0.81,0.1,1.85
2023-03-10,300369,12.3,12.64,12.88,12.24,253252,320494376.0,5.17,2.02,0.25,3.45
2023-03-13,300369,12.63,13.1,13.17,12.39,290657,375132674.0,6.17,3.64,0.46,3.96
2023-03-14,300369,12.97,12.91,13.07,12.64,198077,255278148.0,3.28,-1.45,-0.19,2.7
2023-03-15,300369,13.04,12.59,13.17,12.56,126469,161083571.0,4.73,-2.48,-0.32,1.72
2023-03-16,300369,12.46,12.51,12.8,12.39,124281,156572033.0,3.26,-0.64,-0.08,1.69
2023-03-17,300369,12.73,13.33,13.41,12.66,320355,421534646.0,6.0,6.55,0.82,4.36
2023-03-20,300369,13.79,12.79,14.09,12.74,450924,601414647.0,10.13,-4.05,-0.54,6.14
2023-03-21,300369,12.89,13.03,13.25,12.61,239171,310920178.0,5.0,1.88,0.24,3.26
2023-03-22,300369,13.16,13.19,13.29,12.83,233200,305909424.0,3.53,1.23,0.16,3.17
2023-03-23,300369,13.09,13.34,13.38,12.86,218168,287852922.0,3.94,1.14,0.15,2.97
2023-03-24,300369,13.38,13.79,13.89,13.34,319508,436109917.0,4.12,3.37,0.45,4.35
2023-03-27,300369,13.7,14.35,14.53,13.67,421290,593447648.0,6.24,4.06,0.56,5.74
2023-03-28,300369,14.19,14.47,15.14,14.04,476554,693403033.0,7.67,0.84,0.12,6.49
2023-03-29,300369,14.29,13.86,14.34,13.57,363413,506534792.0,5.32,-4.22,-0.61,4.95
2023-03-30,300369,13.95,13.91,14.19,13.62,284282,396152343.0,4.11,0.36,0.05,3.87
2023-03-31,300369,13.79,13.89,13.98,13.33,304386,416293736.0,4.67,-0.14,-0.02,4.14
2023-04-03,300369,14.27,14.4,14.6,13.79,458222,654090045.0,5.83,3.67,0.51,6.24
2023-04-04,300369,14.55,16.14,16.57,14.29,945115,1455051083.0,15.83,12.08,1.74,12.87
2023-04-06,300369,16.6,18.16,18.71,16.2,1206143,2067128861.0,15.55,12.52,2.02,16.42
2023-04-07,300369,17.39,17.24,17.67,16.64,899072,1539284120.0,5.67,-5.07,-0.92,12.24
2023-04-10,300369,17.0,15.61,17.11,15.45,729139,1193495109.0,9.63,-9.45,-1.63,9.93
2023-04-11,300369,15.49,16.61,16.68,15.38,744031,1198895663.0,8.33,6.41,1.0,10.13
2023-04-12,300369,16.29,17.11,17.44,15.79,764106,1269044295.0,9.93,3.01,0.5,10.4
2023-04-13,300369,16.77,16.2,17.57,16.09,628990,1058489505.0,8.65,-5.32,-0.91,8.56
2023-04-14,300369,16.49,16.46,16.74,15.72,482079,788451744.0,6.3,1.6,0.26,6.56
2023-04-17,300369,16.47,15.6,16.53,15.49,405184,640643510.0,6.32,-5.22,-0.86,5.52
2023-04-18,300369,15.35,15.51,15.91,15.16,257508,400044491.0,4.81,-0.58,-0.09,3.51
2023-04-19,300369,15.39,14.98,15.88,14.89,386280,597904131.0,6.38,-3.42,-0.53,5.26
2023-04-20,300369,14.98,15.53,15.66,14.92,326975,498924188.0,4.94,3.67,0.55,4.45
2023-04-21,300369,15.91,14.55,16.15,14.46,423001,646737853.0,10.88,-6.31,-0.98,5.76
2023-04-24,300369,14.32,14.18,14.77,14.04,300050,431189529.0,5.02,-2.54,-0.37,4.08
2023-04-25,300369,14.04,13.75,14.24,13.46,277493,383537881.0,5.5,-3.03,-0.43,3.78
2023-04-26,300369,13.74,12.85,13.85,12.59,336709,440667128.0,9.16,-6.55,-0.9,4.58
2023-04-27,300369,12.84,12.59,13.26,12.53,231303,297631945.0,5.68,-2.02,-0.26,3.15
2023-04-28,300369,12.15,12.68,12.79,12.15,301086,378740197.0,5.08,0.71,0.09,4.1
2023-05-04,300369,12.76,12.18,12.8,11.95,310595,380233035.0,6.7,-3.94,-0.5,4.23
2023-05-05,300369,12.39,12.18,12.44,11.84,293283,356234558.0,4.93,0.0,0.0,3.99
2023-05-08,300369,11.99,12.24,12.31,11.77,277389,333890398.0,4.43,0.49,0.06,3.78
2023-05-09,300369,12.19,11.89,12.42,11.86,221079,267533495.0,4.58,-2.86,-0.35,3.01
2023-05-10,300369,11.88,11.8,12.13,11.69,184992,219857370.0,3.7,-0.76,-0.09,2.52
2023-05-11,300369,11.79,11.54,11.94,11.49,174937,203639100.0,3.81,-2.2,-0.26,2.38
2023-05-12,300369,11.49,11.36,11.6,11.29,181665,207847593.0,2.69,-1.56,-0.18,2.47
2023-05-15,300369,11.46,11.4,11.49,11.06,152354,171815524.0,3.79,0.35,0.04,2.07
